Area,Highest qualification,Age group,Sex,Value,Flags
Auckland Region,Not elsewhere included,35-39 years,Female,4308,
Waikato Region,No qualification,35-39 years,Male,1794,
Waikato Region,No qualification,35-39 years,Female,1458,
Waikato Region,Level 1 certificate,35-39 years,Male,1257,
Waikato Region,Level 1 certificate,35-39 years,Female,1380,
Waikato Region,Level 2 certificate,35-39 years,Male,1011,
Waikato Region,Level 2 certificate,35-39 years,Female,1398,
Waikato Region,Level 3 certificate,35-39 years,Male,891,
Waikato Region,Level 3 certificate,35-39 years,Female,1188,
Waikato Region,Level 4 certificate,35-39 years,Male,1854,
Waikato Region,Level 4 certificate,35-39 years,Female,780,
Waikato Region,Level 5 or level 6 diploma,35-39 years,Male,783,
Waikato Region,Level 5 or level 6 diploma,35-39 years,Female,1230,
Waikato Region,Bachelor degree and level 7 qualification,35-39 years,Male,1509,
Waikato Region,Bachelor degree and level 7 qualification,35-39 years,Female,2523,
Waikato Region,Post-graduate and honours degrees,35-39 years,Male,297,
Waikato Region,Post-graduate and honours degrees,35-39 years,Female,528,
Waikato Region,Masters degree,35-39 years,Male,291,
Waikato Region,Masters degree,35-39 years,Female,411,
Waikato Region,Doctorate degree,35-39 years,Male,93,
Waikato Region,Doctorate degree,35-39 years,Female,84,
Waikato Region,Overseas secondary school qualification,35-39 years,Male,516,
Waikato Region,Overseas secondary school qualification,35-39 years,Female,690,
Waikato Region,Not elsewhere included,35-39 years,Male,1212,
Waikato Region,Not elsewhere included,35-39 years,Female,1020,
Bay of Plenty Region,No qualification,35-39 years,Male,1119,
Bay of Plenty Region,No qualification,35-39 years,Female,924,
Bay of Plenty Region,Level 1 certificate,35-39 years,Male,804,
Bay of Plenty Region,Level 1 certificate,35-39 years,Female,852,
Bay of Plenty Region,Level 2 certificate,35-39 years,Male,630,
Bay of Plenty Region,Level 2 certificate,35-39 years,Female,870,
Bay of Plenty Region,Level 3 certificate,35-39 years,Male,582,
Bay of Plenty Region,Level 3 certificate,35-39 years,Female,816,
Bay of Plenty Region,Level 4 certificate,35-39 years,Male,1221,
Bay of Plenty Region,Level 4 certificate,35-39 years,Female,624,
Bay of Plenty Region,Level 5 or level 6 diploma,35-39 years,Male,534,
Bay of Plenty Region,Level 5 or level 6 diploma,35-39 years,Female,861,
Bay of Plenty Region,Bachelor degree and level 7 qualification,35-39 years,Male,834,
Bay of Plenty Region,Bachelor degree and level 7 qualification,35-39 years,Female,1689,
Bay of Plenty Region,Post-graduate and honours degrees,35-39 years,Male,177,
Bay of Plenty Region,Post-graduate and honours degrees,35-39 years,Female,351,
Bay of Plenty Region,Masters degree,35-39 years,Male,114,
Bay of Plenty Region,Masters degree,35-39 years,Female,177,
Bay of Plenty Region,Doctorate degree,35-39 years,Male,33,
Bay of Plenty Region,Doctorate degree,35-39 years,Female,33,
Bay of Plenty Region,Overseas secondary school qualification,35-39 years,Male,339,
Bay of Plenty Region,Overseas secondary school qualification,35-39 years,Female,423,
Bay of Plenty Region,Not elsewhere included,35-39 years,Male,846,
Bay of Plenty Region,Not elsewhere included,35-39 years,Female,789,
Gisborne Region,No qualification,35-39 years,Male,216,
Gisborne Region,No qualification,35-39 years,Female,177,
Gisborne Region,Level 1 certificate,35-39 years,Male,129,
Gisborne Region,Level 1 certificate,35-39 years,Female,153,
Gisborne Region,Level 2 certificate,35-39 years,Male,126,
Gisborne Region,Level 2 certificate,35-39 years,Female,141,
Gisborne Region,Level 3 certificate,35-39 years,Male,99,
Gisborne Region,Level 3 certificate,35-39 years,Female,123,
Gisborne Region,Level 4 certificate,35-39 years,Male,198,
Gisborne Region,Level 4 certificate,35-39 years,Female,84,
Gisborne Region,Level 5 or level 6 diploma,35-39 years,Male,63,
Gisborne Region,Level 5 or level 6 diploma,35-39 years,Female,132,
Gisborne Region,Bachelor degree and level 7 qualification,35-39 years,Male,144,
Gisborne Region,Bachelor degree and level 7 qualification,35-39 years,Female,249,
Gisborne Region,Post-graduate and honours degrees,35-39 years,Male,18,
Gisborne Region,Post-graduate and honours degrees,35-39 years,Female,57,
Gisborne Region,Masters degree,35-39 years,Male,15,
Gisborne Region,Masters degree,35-39 years,Female,24,
Gisborne Region,Doctorate degree,35-39 years,Male,0,
Gisborne Region,Doctorate degree,35-39 years,Female,6,
Gisborne Region,Overseas secondary school qualification,35-39 years,Male,48,
Gisborne Region,Overseas secondary school qualification,35-39 years,Female,45,
Gisborne Region,Not elsewhere included,35-39 years,Male,147,
Gisborne Region,Not elsewhere included,35-39 years,Female,141,
Hawke's Bay Region,No qualification,35-39 years,Male,702,
Hawke's Bay Region,No qualification,35-39 years,Female,651,
Hawke's Bay Region,Level 1 certificate,35-39 years,Male,426,
Hawke's Bay Region,Level 1 certificate,35-39 years,Female,510,
Hawke's Bay Region,Level 2 certificate,35-39 years,Male,366,
Hawke's Bay Region,Level 2 certificate,35-39 years,Female,561,
Hawke's Bay Region,Level 3 certificate,35-39 years,Male,372,
Hawke's Bay Region,Level 3 certificate,35-39 years,Female,420,
Hawke's Bay Region,Level 4 certificate,35-39 years,Male,657,
Hawke's Bay Region,Level 4 certificate,35-39 years,Female,309,
Hawke's Bay Region,Level 5 or level 6 diploma,35-39 years,Male,273,
Hawke's Bay Region,Level 5 or level 6 diploma,35-39 years,Female,489,
Hawke's Bay Region,Bachelor degree and level 7 qualification,35-39 years,Male,477,
Hawke's Bay Region,Bachelor degree and level 7 qualification,35-39 years,Female,897,
Hawke's Bay Region,Post-graduate and honours degrees,35-39 years,Male,93,
Hawke's Bay Region,Post-graduate and honours degrees,35-39 years,Female,177,
Hawke's Bay Region,Masters degree,35-39 years,Male,57,
Hawke's Bay Region,Masters degree,35-39 years,Female,99,
Hawke's Bay Region,Doctorate degree,35-39 years,Male,12,
Hawke's Bay Region,Doctorate degree,35-39 years,Female,15,
Hawke's Bay Region,Overseas secondary school qualification,35-39 years,Male,144,
Hawke's Bay Region,Overseas secondary school qualification,35-39 years,Female,174,
Hawke's Bay Region,Not elsewhere included,35-39 years,Male,489,
Hawke's Bay Region,Not elsewhere included,35-39 years,Female,426,
Taranaki Region,No qualification,35-39 years,Male,582,
Taranaki Region,No qualification,35-39 years,Female,423,
Taranaki Region,Level 1 certificate,35-39 years,Male,375,
Taranaki Region,Level 1 certificate,35-39 years,Female,468,
Taranaki Region,Level 2 certificate,35-39 years,Male,300,
Taranaki Region,Level 2 certificate,35-39 years,Female,471,
Taranaki Region,Level 3 certificate,35-39 years,Male,219,
Taranaki Region,Level 3 certificate,35-39 years,Female,342,
Taranaki Region,Level 4 certificate,35-39 years,Male,603,
Taranaki Region,Level 4 certificate,35-39 years,Female,237,
Taranaki Region,Level 5 or level 6 diploma,35-39 years,Male,207,
Taranaki Region,Level 5 or level 6 diploma,35-39 years,Female,351,
Taranaki Region,Bachelor degree and level 7 qualification,35-39 years,Male,321,
Taranaki Region,Bachelor degree and level 7 qualification,35-39 years,Female,642,
Taranaki Region,Post-graduate and honours degrees,35-39 years,Male,60,
Taranaki Region,Post-graduate and honours degrees,35-39 years,Female,123,
Taranaki Region,Masters degree,35-39 years,Male,54,
Taranaki Region,Masters degree,35-39 years,Female,69,
Taranaki Region,Doctorate degree,35-39 years,Male,6,
Taranaki Region,Doctorate degree,35-39 years,Female,6,
Taranaki Region,Overseas secondary school qualification,35-39 years,Male,117,
Taranaki Region,Overseas secondary school qualification,35-39 years,Female,153,
Taranaki Region,Not elsewhere included,35-39 years,Male,315,
Taranaki Region,Not elsewhere included,35-39 years,Female,285,
Manawatu-Wanganui Region,No qualification,35-39 years,Male,1026,
Manawatu-Wanganui Region,No qualification,35-39 years,Female,918,
Manawatu-Wanganui Region,Level 1 certificate,35-39 years,Male,720,
Manawatu-Wanganui Region,Level 1 certificate,35-39 years,Female,750,
Manawatu-Wanganui Region,Level 2 certificate,35-39 years,Male,636,
Manawatu-Wanganui Region,Level 2 certificate,35-39 years,Female,759,
Manawatu-Wanganui Region,Level 3 certificate,35-39 years,Male,498,
Manawatu-Wanganui Region,Level 3 certificate,35-39 years,Female,633,
Manawatu-Wanganui Region,Level 4 certificate,35-39 years,Male,882,
Manawatu-Wanganui Region,Level 4 certificate,35-39 years,Female,390,
Manawatu-Wanganui Region,Level 5 or level 6 diploma,35-39 years,Male,357,
Manawatu-Wanganui Region,Level 5 or level 6 diploma,35-39 years,Female,612,
Manawatu-Wanganui Region,Bachelor degree and level 7 qualification,35-39 years,Male,579,
Manawatu-Wanganui Region,Bachelor degree and level 7 qualification,35-39 years,Female,1248,
Manawatu-Wanganui Region,Post-graduate and honours degrees,35-39 years,Male,132,
Manawatu-Wanganui Region,Post-graduate and honours degrees,35-39 years,Female,252,
Manawatu-Wanganui Region,Masters degree,35-39 years,Male,123,
Manawatu-Wanganui Region,Masters degree,35-39 years,Female,174,
Manawatu-Wanganui Region,Doctorate degree,35-39 years,Male,66,
Manawatu-Wanganui Region,Doctorate degree,35-39 years,Female,84,
Manawatu-Wanganui Region,Overseas secondary school qualification,35-39 years,Male,168,
Manawatu-Wanganui Region,Overseas secondary school qualification,35-39 years,Female,228,
Manawatu-Wanganui Region,Not elsewhere included,35-39 years,Male,624,
Manawatu-Wanganui Region,Not elsewhere included,35-39 years,Female,498,
Wellington Region,No qualification,35-39 years,Male,1461,
Wellington Region,No qualification,35-39 years,Female,1179,
Wellington Region,Level 1 certificate,35-39 years,Male,1014,
Wellington Region,Level 1 certificate,35-39 years,Female,1146,
Wellington Region,Level 2 certificate,35-39 years,Male,1140,
Wellington Region,Level 2 certificate,35-39 years,Female,1425,
Wellington Region,Level 3 certificate,35-39 years,Male,1395,
Wellington Region,Level 3 certificate,35-39 years,Female,1539,
Wellington Region,Level 4 certificate,35-39 years,Male,1707,
Wellington Region,Level 4 certificate,35-39 years,Female,819,
Wellington Region,Level 5 or level 6 diploma,35-39 years,Male,1197,
Wellington Region,Level 5 or level 6 diploma,35-39 years,Female,1476,
Wellington Region,Bachelor degree and level 7 qualification,35-39 years,Male,3369,
Wellington Region,Bachelor degree and level 7 qualification,35-39 years,Female,4557,
Wellington Region,Post-graduate and honours degrees,35-39 years,Male,858,
Wellington Region,Post-graduate and honours degrees,35-39 years,Female,1326,
Wellington Region,Masters degree,35-39 years,Male,903,
Wellington Region,Masters degree,35-39 years,Female,1116,
Wellington Region,Doctorate degree,35-39 years,Male,258,
Wellington Region,Doctorate degree,35-39 years,Female,240,
Wellington Region,Overseas secondary school qualification,35-39 years,Male,831,
Wellington Region,Overseas secondary school qualification,35-39 years,Female,909,
Wellington Region,Not elsewhere included,35-39 years,Male,1179,
Wellington Region,Not elsewhere included,35-39 years,Female,1137,
Tasman Region,No qualification,35-39 years,Male,174,
Tasman Region,No qualification,35-39 years,Female,150,
Tasman Region,Level 1 certificate,35-39 years,Male,150,
Tasman Region,Level 1 certificate,35-39 years,Female,126,
Tasman Region,Level 2 certificate,35-39 years,Male,126,
Tasman Region,Level 2 certificate,35-39 years,Female,186,
Tasman Region,Level 3 certificate,35-39 years,Male,123,
Tasman Region,Level 3 certificate,35-39 years,Female,162,
Tasman Region,Level 4 certificate,35-39 years,Male,267,
Tasman Region,Level 4 certificate,35-39 years,Female,120,
Tasman Region,Level 5 or level 6 diploma,35-39 years,Male,87,
Tasman Region,Level 5 or level 6 diploma,35-39 years,Female,159,
Tasman Region,Bachelor degree and level 7 qualification,35-39 years,Male,141,
Tasman Region,Bachelor degree and level 7 qualification,35-39 years,Female,258,
Tasman Region,Post-graduate and honours degrees,35-39 years,Male,33,
Tasman Region,Post-graduate and honours degrees,35-39 years,Female,75,
Tasman Region,Masters degree,35-39 years,Male,15,
Tasman Region,Masters degree,35-39 years,Female,27,
Tasman Region,Doctorate degree,35-39 years,Male,3,
Tasman Region,Doctorate degree,35-39 years,Female,9,
Tasman Region,Overseas secondary school qualification,35-39 years,Male,42,
Tasman Region,Overseas secondary school qualification,35-39 years,Female,66,
Tasman Region,Not elsewhere included,35-39 years,Male,105,
Tasman Region,Not elsewhere included,35-39 years,Female,66,
Nelson Region,No qualification,35-39 years,Male,171,
Nelson Region,No qualification,35-39 years,Female,144,
Nelson Region,Level 1 certificate,35-39 years,Male,126,
Nelson Region,Level 1 certificate,35-39 years,Female,129,
Nelson Region,Level 2 certificate,35-39 years,Male,123,
Nelson Region,Level 2 certificate,35-39 years,Female,180,
Nelson Region,Level 3 certificate,35-39 years,Male,102,
Nelson Region,Level 3 certificate,35-39 years,Female,138,
Nelson Region,Level 4 certificate,35-39 years,Male,240,
Nelson Region,Level 4 certificate,35-39 years,Female,102,
Nelson Region,Level 5 or level 6 diploma,35-39 years,Male,96,
Nelson Region,Level 5 or level 6 diploma,35-39 years,Female,162,
Nelson Region,Bachelor degree and level 7 qualification,35-39 years,Male,189,
Nelson Region,Bachelor degree and level 7 qualification,35-39 years,Female,342,
Nelson Region,Post-graduate and honours degrees,35-39 years,Male,45,
Nelson Region,Post-graduate and honours degrees,35-39 years,Female,93,
Nelson Region,Masters degree,35-39 years,Male,27,
Nelson Region,Masters degree,35-39 years,Female,45,
Nelson Region,Doctorate degree,35-39 years,Male,12,
Nelson Region,Doctorate degree,35-39 years,Female,15,
Nelson Region,Overseas secondary school qualification,35-39 years,Male,63,
Nelson Region,Overseas secondary school qualification,35-39 years,Female,102,
Nelson Region,Not elsewhere included,35-39 years,Male,105,
Nelson Region,Not elsewhere included,35-39 years,Female,96,
Marlborough Region,No qualification,35-39 years,Male,171,
Marlborough Region,No qualification,35-39 years,Female,120,
Marlborough Region,Level 1 certificate,35-39 years,Male,120,
Marlborough Region,Level 1 certificate,35-39 years,Female,129,
Marlborough Region,Level 2 certificate,35-39 years,Male,120,
Marlborough Region,Level 2 certificate,35-39 years,Female,156,
Marlborough Region,Level 3 certificate,35-39 years,Male,111,
Marlborough Region,Level 3 certificate,35-39 years,Female,141,
Marlborough Region,Level 4 certificate,35-39 years,Male,249,
Marlborough Region,Level 4 certificate,35-39 years,Female,90,
Marlborough Region,Level 5 or level 6 diploma,35-39 years,Male,81,
Marlborough Region,Level 5 or level 6 diploma,35-39 years,Female,129,
